# 982 Renju five-move openings, ascending 1-blackActual-whiteActual.
# GTP coordinates: column I is skipped; black moves first. See README.md.
# Source: renju500k_ratio_0.5_to_2_sorted_by_drawrate.csv; strict 0.5 < B/W < 2.
# B(+8) and W(-8) are independent 500k evaluations; inferred D can be negative.
15 N12 M12 N13 O14 M13 # opening-35493 B=0.140937558 W=0.092334169 D=0.766728273
15 M7 N7 L6 L5 M8 # opening-37004 B=0.103594968 W=0.129129112 D=0.767275920
15 F5 F6 G5 G6 G7 # opening-8809 B=0.137416626 W=0.094362455 D=0.768220918
15 M9 M8 M7 J7 L7 # opening-17058 B=0.116851885 W=0.114841373 D=0.768306743
15 D7 E8 C8 D8 F8 # opening-23534 B=0.084075944 W=0.147557685 D=0.768366371
15 K5 L4 L5 J5 K6 # opening-27665 B=0.136935259 W=0.094694114 D=0.768370626
15 E11 F12 D11 F10 F13 # opening-8000 B=0.153185250 W=0.078301037 D=0.768513713
15 G7 F4 E3 G8 F5 # opening-0703 B=0.093408075 W=0.138072562 D=0.768519364
15 F9 F10 E10 G7 F8 # opening-32114 B=0.091903807 W=0.139027012 D=0.769069181
15 J5 E7 E6 J4 E4 # opening-18120 B=0.084626404 W=0.145869527 D=0.769504069
15 M9 L10 M8 L8 K9 # opening-11584 B=0.145982625 W=0.083893131 D=0.770124244
15 O9 N8 M10 O8 N7 # opening-18353 B=0.094948388 W=0.134866465 D=0.770185147
15 M8 K6 N8 M9 K7 # opening-21416 B=0.114539132 W=0.115049573 D=0.770411296
15 M9 N8 N7 M8 L5 # opening-18284 B=0.096915523 W=0.132640682 D=0.770443795
15 E10 E12 E11 F12 F10 # opening-11400 B=0.120845309 W=0.108586913 D=0.770567778
15 J4 J5 K4 L4 K6 # opening-40714 B=0.086957733 W=0.142228973 D=0.770813294
15 L6 L7 M5 L8 K8 # opening-20503 B=0.137539452 W=0.091385420 D=0.771075129
15 B7 B8 C6 A8 B3 # opening-0693 B=0.143747930 W=0.085015184 D=0.771236886
15 E10 E11 F10 E9 F12 # opening-38515 B=0.089042319 W=0.139546536 D=0.771411145
15 H6 G6 J6 J5 H4 # opening-42265 B=0.152111437 W=0.076156404 D=0.771732159
15 E9 F9 E10 G9 E7 # opening-46924 B=0.125342371 W=0.102764114 D=0.771893515
15 D6 C7 D8 E6 D7 # opening-16197 B=0.100866206 W=0.127034871 D=0.772098923
15 C10 E11 F11 E12 F12 # opening-13702 B=0.077097659 W=0.150622148 D=0.772280192
15 K13 K11 K10 K12 J11 # opening-34148 B=0.127025703 W=0.100657109 D=0.772317188
15 L9 M9 K7 N5 O5 # opening-46392 B=0.096022069 W=0.131402863 D=0.772575068
15 H11 J10 H9 K9 L9 # opening-31064 B=0.149842096 W=0.077161078 D=0.772996825
15 J13 K13 J11 J14 H13 # opening-12364 B=0.105658618 W=0.120927818 D=0.773413565
15 E9 D9 F11 F10 E10 # opening-3767 B=0.112915915 W=0.113321311 D=0.773762774
15 N2 M2 M4 M3 N4 # opening-29106 B=0.126357837 W=0.099262796 D=0.774379367
15 K1 K4 H3 J1 J4 # opening-7899 B=0.129228197 W=0.096298181 D=0.774473622
15 K10 J10 J9 L9 L7 # opening-36660 B=0.098524853 W=0.126955523 D=0.774519625
15 F6 F7 H8 E7 D7 # opening-3606 B=0.092775965 W=0.132195950 D=0.775028085
15 H5 H3 H4 J4 G5 # opening-35582 B=0.145593539 W=0.079309475 D=0.775096986
15 K12 K11 O4 O3 J11 # opening-39439 B=0.132600371 W=0.092208528 D=0.775191101
15 E7 D8 G7 G8 D7 # opening-2761 B=0.140523082 W=0.084154255 D=0.775322663
15 J10 J11 K11 K9 J9 # opening-21381 B=0.128969811 W=0.094502618 D=0.776527571
15 F14 E14 E13 G12 H11 # opening-31311 B=0.102310522 W=0.120978000 D=0.776711477
15 D5 D4 D6 E5 E7 # opening-21365 B=0.104860919 W=0.118107613 D=0.777031468
15 L6 M4 M6 L4 M7 # opening-11578 B=0.108398599 W=0.114378756 D=0.777222645
15 F6 E7 D6 E6 F7 # opening-16318 B=0.111169551 W=0.111503868 D=0.777326581
15 D3 E2 D4 D2 D5 # opening-21730 B=0.147713786 W=0.074265872 D=0.778020342
15 N8 K8 L9 M7 L7 # opening-24535 B=0.089737288 W=0.132090422 D=0.778172291
15 F13 K14 L13 M12 G10 # opening-27041 B=0.076040904 W=0.145740170 D=0.778218926
15 M8 L6 G8 H10 K10 # opening-48426 B=0.082193605 W=0.139549334 D=0.778257061
15 G6 F5 H6 F6 H5 # opening-39693 B=0.084921326 W=0.136660487 D=0.778418188
15 H13 J12 L13 J14 J13 # opening-8471 B=0.085036138 W=0.136334826 D=0.778629036
15 D5 D4 E5 C6 E4 # opening-37924 B=0.116501441 W=0.104537503 D=0.778961057
15 L6 L5 K6 H6 H7 # opening-18256 B=0.147079989 W=0.073819159 D=0.779100852
15 G5 F5 F6 G7 H5 # opening-35152 B=0.079350438 W=0.141186681 D=0.779462881
15 D11 E10 D10 E9 D9 # opening-12807 B=0.142340348 W=0.078180282 D=0.779479369
15 G4 F4 H4 E5 H5 # opening-34491 B=0.088956348 W=0.131358111 D=0.779685541
15 K10 H11 G11 H12 H13 # opening-35681 B=0.132100772 W=0.087965702 D=0.779933525
15 L11 K11 L10 J11 J12 # opening-10196 B=0.082103941 W=0.137738259 D=0.780157800
15 G7 G6 H8 F6 F7 # opening-25003 B=0.142550867 W=0.077160196 D=0.780288937
15 C11 D12 D11 C10 J11 # opening-21085 B=0.146220350 W=0.073396578 D=0.780383071
15 F9 E9 D9 E8 F8 # opening-0146 B=0.086142220 W=0.133333291 D=0.780524489
15 H12 G11 D11 D10 G12 # opening-43070 B=0.076838352 W=0.141944251 D=0.781217397
15 J13 J12 H11 F12 G11 # opening-23340 B=0.139160640 W=0.079558064 D=0.781281296
15 E5 D7 E7 E4 E6 # opening-40227 B=0.086166718 W=0.132526237 D=0.781307045
15 L9 M9 K9 L6 M10 # opening-16693 B=0.099748853 W=0.118828482 D=0.781422665
15 J5 O4 O3 H5 J4 # opening-17581 B=0.095552248 W=0.122981145 D=0.781466607
15 D7 E6 B7 B6 F6 # opening-0298 B=0.093143171 W=0.125253404 D=0.781603425
15 D8 D7 C6 E7 F7 # opening-5857 B=0.145330439 W=0.072906779 D=0.781762782
15 K13 J11 H11 L13 G11 # opening-26690 B=0.102649093 W=0.115585971 D=0.781764936
15 H6 H5 M5 K6 J7 # opening-11875 B=0.128015830 W=0.090183915 D=0.781800255
15 J4 N6 C6 F5 D4 # opening-20784 B=0.132344008 W=0.085628166 D=0.782027826
15 J10 K12 J11 H10 M12 # opening-1995 B=0.119442655 W=0.098294475 D=0.782262870
15 K14 J14 L14 L15 K13 # opening-32002 B=0.101985494 W=0.115490350 D=0.782524156
15 L6 L5 K6 J5 M5 # opening-10373 B=0.098655214 W=0.118814687 D=0.782530100
15 J12 K12 K11 H13 H12 # opening-2345 B=0.122288501 W=0.095009795 D=0.782701703
15 G13 F14 H13 G12 G10 # opening-27488 B=0.109122877 W=0.107586982 D=0.783290141
15 J9 J10 K9 J8 L10 # opening-11364 B=0.139575356 W=0.076655704 D=0.783768940
15 F4 F3 E6 F6 J7 # opening-0486 B=0.108314916 W=0.107832976 D=0.783852108
15 M3 N2 L3 M2 O4 # opening-24695 B=0.092020322 W=0.123771695 D=0.784207983
15 G5 H4 J5 H3 K5 # opening-26613 B=0.124338642 W=0.091100951 D=0.784560407
15 K7 K6 J7 J8 H8 # opening-8867 B=0.143275606 W=0.072113487 D=0.784610908
15 G10 H10 J11 K10 G9 # opening-33273 B=0.103570659 W=0.111642673 D=0.784786669
15 G5 G4 F5 E5 H5 # opening-14189 B=0.100710492 W=0.114424555 D=0.784864953
15 M12 L13 K12 K10 J11 # opening-34538 B=0.084690958 W=0.130267176 D=0.785041866
15 J10 H11 G11 H8 J9 # opening-11905 B=0.138393248 W=0.076540192 D=0.785066561
15 K12 K13 K11 J12 J13 # opening-12469 B=0.130481304 W=0.084360159 D=0.785158537
15 M7 M6 L7 L8 K9 # opening-18302 B=0.090602223 W=0.124230071 D=0.785167706
15 D8 D9 C9 E8 C10 # opening-31139 B=0.118861177 W=0.095824403 D=0.785314420
15 L9 L11 M9 M10 K11 # opening-28907 B=0.072925629 W=0.140619985 D=0.786454386
15 D5 D4 E5 C6 C5 # opening-43174 B=0.109626812 W=0.103823698 D=0.786549491
15 O9 O8 P8 P7 M9 # opening-30619 B=0.138015661 W=0.075280502 D=0.786703837
15 K2 K3 J4 L3 J3 # opening-29328 B=0.093511329 W=0.119496689 D=0.786991981
15 H3 G4 J5 H4 J3 # opening-3008 B=0.098346156 W=0.114614494 D=0.787039350
15 E11 C12 E10 D11 C13 # opening-0623 B=0.084281418 W=0.128109411 D=0.787609171
15 E10 D10 D11 C10 C9 # opening-5225 B=0.100520076 W=0.111855467 D=0.787624457
15 F10 D11 C10 E12 F12 # opening-23401 B=0.122019863 W=0.089990718 D=0.787989419
15 E9 E10 G10 F10 E8 # opening-46091 B=0.126084091 W=0.085908005 D=0.788007904
15 F7 D3 D2 E1 C2 # opening-34267 B=0.092533954 W=0.119403490 D=0.788062556
15 F10 E11 F11 G10 G9 # opening-13341 B=0.096189974 W=0.115446792 D=0.788363234
15 D4 G3 H3 H2 G4 # opening-29396 B=0.070431905 W=0.140359215 D=0.789208880
15 F6 E7 D6 D5 F8 # opening-22795 B=0.082542205 W=0.128248792 D=0.789209003
15 B6 B7 C8 C5 D5 # opening-21470 B=0.100101796 W=0.110377606 D=0.789520598
15 M12 K11 M11 K10 L12 # opening-1556 B=0.125519759 W=0.084785773 D=0.789694467
15 D9 E9 F9 G9 D8 # opening-47943 B=0.091966849 W=0.117988976 D=0.790044174
15 D8 D7 E6 F6 F7 # opening-8954 B=0.096768768 W=0.113154655 D=0.790076578
15 H13 G12 H12 J12 K11 # opening-16882 B=0.070043833 W=0.139528208 D=0.790427959
15 K6 L7 K5 J7 L6 # opening-29504 B=0.121218313 W=0.087550137 D=0.791231550
15 K8 K7 J8 K12 L12 # opening-38387 B=0.104818844 W=0.103942710 D=0.791238446
15 J5 J6 G7 F6 H7 # opening-7810 B=0.100585835 W=0.107845073 D=0.791569092
15 K5 J4 L6 L7 H4 # opening-5894 B=0.100918571 W=0.107325823 D=0.791755606
15 F11 F12 G11 F13 E13 # opening-35121 B=0.081622889 W=0.126547828 D=0.791829283
15 J6 L6 K6 L5 J5 # opening-35485 B=0.083014981 W=0.124880001 D=0.792105018
15 H5 J5 J6 G7 J8 # opening-36012 B=0.137734272 W=0.070154574 D=0.792111154
15 G9 F9 D8 D9 E9 # opening-24792 B=0.101883084 W=0.105614339 D=0.792502577
15 H9 H10 K9 H11 G9 # opening-22998 B=0.111093255 W=0.096319665 D=0.792587080
15 J4 H5 F1 G1 K4 # opening-20472 B=0.084303710 W=0.122991683 D=0.792704607
15 D10 C10 C9 B10 C11 # opening-23155 B=0.084085807 W=0.122815125 D=0.793099069
15 F9 G9 J9 K8 L8 # opening-23601 B=0.103557768 W=0.103225371 D=0.793216861
15 M6 M7 N7 L7 M8 # opening-16182 B=0.085461957 W=0.121187972 D=0.793350071
15 K8 M9 K9 K10 L10 # opening-49987 B=0.110513723 W=0.096024863 D=0.793461414
15 D9 E9 D10 O1 M1 # opening-40760 B=0.113558014 W=0.092968023 D=0.793473963
15 L6 M7 K7 J8 J9 # opening-23113 B=0.078005870 W=0.128283661 D=0.793710469
15 M6 L6 K5 L5 L8 # opening-25598 B=0.097434580 W=0.108660162 D=0.793905258
15 H3 H4 G4 F3 J6 # opening-6545 B=0.085103274 W=0.120632125 D=0.794264601
15 M8 L9 L8 L7 M6 # opening-9371 B=0.107325136 W=0.098390352 D=0.794284511
15 D6 E5 D5 E4 E6 # opening-16437 B=0.088440248 W=0.116760882 D=0.794798870
15 M11 M12 H12 J12 K10 # opening-40589 B=0.123733971 W=0.081199122 D=0.795066907
15 G3 C2 F5 F4 F1 # opening-8466 B=0.078605734 W=0.126324820 D=0.795069447
15 G2 H2 G6 H6 G5 # opening-48843 B=0.081660124 W=0.122308605 D=0.796031271
15 H12 G11 F10 H13 G12 # opening-5561 B=0.126228107 W=0.077569586 D=0.796202307
15 K3 K2 L3 M3 M4 # opening-25618 B=0.085990090 W=0.117735630 D=0.796274281
15 K5 L5 J6 L7 K6 # opening-47268 B=0.129363461 W=0.074244006 D=0.796392533
15 E12 D11 E13 D12 D10 # opening-10970 B=0.117796277 W=0.085803679 D=0.796400044
15 L7 K8 M9 M8 K9 # opening-0402 B=0.103408603 W=0.100099964 D=0.796491433
15 L9 M8 M10 N10 M11 # opening-9669 B=0.078431090 W=0.124749468 D=0.796819442
15 G13 H13 G14 H14 G11 # opening-7236 B=0.095156813 W=0.107994712 D=0.796848475
15 M11 M12 N11 M10 L9 # opening-1170 B=0.129750759 W=0.072578067 D=0.797671174
15 F7 G7 G9 G8 F10 # opening-0685 B=0.077227266 W=0.124762949 D=0.798009785
15 K4 L4 L5 M6 K5 # opening-43841 B=0.106708737 W=0.094713841 D=0.798577422
15 K8 J8 M9 L10 N10 # opening-48711 B=0.081493115 W=0.119406019 D=0.799100866
15 E6 F7 D6 F8 G7 # opening-40556 B=0.084144693 W=0.116542588 D=0.799312718
15 D8 D7 E8 C8 F9 # opening-5390 B=0.068930806 W=0.131559248 D=0.799509946
15 J11 J10 K10 H12 G12 # opening-3969 B=0.068549260 W=0.131731568 D=0.799719172
15 C5 D5 D4 D6 C6 # opening-8639 B=0.073150315 W=0.126937468 D=0.799912217
15 E10 C7 C8 D7 D8 # opening-14212 B=0.078592423 W=0.121362797 D=0.800044780
15 M6 L6 M5 K6 N5 # opening-34805 B=0.067771163 W=0.132139552 D=0.800089285
15 J12 J11 F12 G13 K11 # opening-46383 B=0.107537570 W=0.092219728 D=0.800242702
15 H7 G7 G6 F5 F6 # opening-22199 B=0.128541672 W=0.071161927 D=0.800296402
15 M8 L7 M6 K7 N7 # opening-35001 B=0.099126935 W=0.100364309 D=0.800508755
15 K13 K12 L12 L13 J12 # opening-13041 B=0.074628756 W=0.124568263 D=0.800802981
15 M10 L10 M9 K12 L12 # opening-14316 B=0.120021079 W=0.078945006 D=0.801033915
15 D11 C10 D9 E9 E7 # opening-47779 B=0.108285693 W=0.090633375 D=0.801080932
15 E9 F9 F8 E7 F7 # opening-26898 B=0.112734072 W=0.085987268 D=0.801278660
15 F5 G4 F4 G3 E5 # opening-15332 B=0.117880137 W=0.080683209 D=0.801436655
15 J4 K4 J5 G5 H5 # opening-42895 B=0.110419712 W=0.087916671 D=0.801663616
15 J11 H10 H11 K10 H9 # opening-46570 B=0.121064143 W=0.077252894 D=0.801682963
15 F12 G11 F13 D11 H11 # opening-28639 B=0.093138328 W=0.105088789 D=0.801772883
15 H1 K1 H4 J4 G4 # opening-17338 B=0.118249382 W=0.079426055 D=0.802324564
15 L8 F6 L7 M7 E6 # opening-36350 B=0.076781255 W=0.120440146 D=0.802778599
15 K4 J5 J4 J3 K3 # opening-14165 B=0.120103844 W=0.076378658 D=0.803517498
15 G3 F5 E4 D4 G4 # opening-39319 B=0.069229984 W=0.126609162 D=0.804160854
15 H10 G10 H11 H12 G12 # opening-11486 B=0.119829690 W=0.075916118 D=0.804254191
15 C6 C5 G5 D5 D7 # opening-15447 B=0.078661129 W=0.116592628 D=0.804746244
15 C7 D8 C9 D9 E8 # opening-26417 B=0.102411822 W=0.092791104 D=0.804797075
15 C7 C8 D7 D6 D9 # opening-23949 B=0.069855608 W=0.125277292 D=0.804867100
15 D6 F5 B7 B6 D7 # opening-43962 B=0.093915771 W=0.100755256 D=0.805328972
15 G10 H10 H11 J8 J7 # opening-15784 B=0.124161381 W=0.070507845 D=0.805330773
15 J12 H12 G13 G12 J13 # opening-30422 B=0.102171430 W=0.092431896 D=0.805396675
15 L4 L5 J6 M4 L6 # opening-35922 B=0.101695039 W=0.091912030 D=0.806392931
15 F4 F3 G3 G4 G5 # opening-20136 B=0.127605921 W=0.065537158 D=0.806856921
15 L7 M5 L8 M8 N8 # opening-30793 B=0.088814365 W=0.104235134 D=0.806950501
15 M6 M5 L5 K5 K3 # opening-26336 B=0.106696527 W=0.086312396 D=0.806991077
15 C8 D8 D10 E11 C7 # opening-49921 B=0.089720766 W=0.103022307 D=0.807256928
15 L7 L6 M6 L5 L4 # opening-14477 B=0.127754297 W=0.064976747 D=0.807268956
15 C11 C10 D10 C12 B11 # opening-24756 B=0.064340569 W=0.128373365 D=0.807286066
15 K5 J5 K4 F6 G6 # opening-34270 B=0.075466479 W=0.117187897 D=0.807345624
15 E8 E9 F10 D7 D8 # opening-38891 B=0.084421860 W=0.107885319 D=0.807692821
15 G3 G7 H4 K5 K4 # opening-12731 B=0.115077454 W=0.077054852 D=0.807867694
15 F4 E4 G4 H5 G5 # opening-15153 B=0.068538097 W=0.123382235 D=0.808079667
15 K5 K4 K6 K7 J4 # opening-10985 B=0.071646698 W=0.120183723 D=0.808169579
15 L7 K7 M7 N7 J7 # opening-36923 B=0.100236752 W=0.091497020 D=0.808266228
15 L6 M6 M7 L7 J7 # opening-25914 B=0.086194481 W=0.105517982 D=0.808287537
15 M5 M6 N7 M7 J7 # opening-33320 B=0.084379199 W=0.106512860 D=0.809107942
15 K4 K3 L5 M5 J4 # opening-33925 B=0.082489302 W=0.108370865 D=0.809139833
15 F4 E4 F3 E2 D4 # opening-4730 B=0.111716177 W=0.079026285 D=0.809257538
15 M11 N11 N10 O9 N9 # opening-13810 B=0.095964212 W=0.094659217 D=0.809376571
15 J3 J2 H2 G3 J4 # opening-33031 B=0.099950313 W=0.090420691 D=0.809628996
15 F9 G9 J9 J6 K6 # opening-7784 B=0.081989943 W=0.108119403 D=0.809890655
15 K6 K5 L6 J5 H6 # opening-16521 B=0.072686845 W=0.116630007 D=0.810683147
15 M6 M5 K6 N5 L6 # opening-13747 B=0.118776176 W=0.070379632 D=0.810844192
15 G10 G8 K8 J9 F10 # opening-40632 B=0.078899098 W=0.110126169 D=0.810974733
15 H6 G5 H5 F5 E4 # opening-45311 B=0.089779412 W=0.098848080 D=0.811372508
15 N11 N12 M12 O11 O10 # opening-12851 B=0.087599512 W=0.100986675 D=0.811413813
15 G11 G12 J9 H9 G10 # opening-45934 B=0.118260008 W=0.070277652 D=0.811462340
15 K9 H10 H11 H9 J9 # opening-18739 B=0.101476286 W=0.086824114 D=0.811699600
15 E8 F8 G8 E6 E7 # opening-4091 B=0.086200464 W=0.101666460 D=0.812133076
15 J11 J10 L8 O11 F8 # opening-45695 B=0.102221846 W=0.085607803 D=0.812170351
15 K6 J6 H8 J8 H6 # opening-1399 B=0.108138664 W=0.079678462 D=0.812182874
15 E4 E6 G5 J5 J4 # opening-37511 B=0.066512763 W=0.121261513 D=0.812225723
15 A10 A9 D5 F7 F5 # opening-14614 B=0.112132829 W=0.075500114 D=0.812367056
15 G6 H5 G5 F4 F3 # opening-23836 B=0.077629204 W=0.109695824 D=0.812674973
15 J4 K5 J6 K7 K4 # opening-44883 B=0.070185823 W=0.117126122 D=0.812688055
15 H11 G11 F11 F10 G9 # opening-19117 B=0.076435018 W=0.110567310 D=0.812997673
15 L10 L9 J8 K9 M9 # opening-26263 B=0.072755753 W=0.114148953 D=0.813095295
15 N9 L9 K12 M9 M11 # opening-18850 B=0.080483509 W=0.106294554 D=0.813221937
15 F3 F2 J7 J6 F4 # opening-27328 B=0.082916799 W=0.103485016 D=0.813598186
15 L6 M7 M8 L9 L8 # opening-30814 B=0.104635153 W=0.081545219 D=0.813819628
15 M6 N5 N6 M7 L7 # opening-17027 B=0.084478012 W=0.101568662 D=0.813953325
15 D6 B6 D7 E8 C6 # opening-49739 B=0.114040842 W=0.071776305 D=0.814182853
15 H10 K11 H9 J9 L9 # opening-45447 B=0.066922725 W=0.117627312 D=0.815449963
15 N9 M8 L8 M10 L9 # opening-34119 B=0.094146934 W=0.089853810 D=0.815999256
15 K5 J5 L5 L4 H4 # opening-43932 B=0.093918314 W=0.089767872 D=0.816313814
15 J3 J4 J5 G3 J6 # opening-22995 B=0.076118125 W=0.107341237 D=0.816540637
15 G7 G6 F6 H5 J5 # opening-26455 B=0.074448637 W=0.108990056 D=0.816561307
15 H10 G10 G11 F10 G13 # opening-49986 B=0.066450921 W=0.116951403 D=0.816597675
15 D5 C5 C7 D7 D9 # opening-40985 B=0.093589181 W=0.089700031 D=0.816710788
15 H11 G11 J11 G10 G9 # opening-6926 B=0.090509780 W=0.092667289 D=0.816822931
15 G4 G5 K6 K4 H5 # opening-18736 B=0.107167510 W=0.075990491 D=0.816841999
15 L8 K8 L9 M7 M8 # opening-0051 B=0.088882892 W=0.094150427 D=0.816966680
15 N6 O6 O7 N8 M6 # opening-4456 B=0.093295204 W=0.089685702 D=0.817019094
15 J5 J6 K6 L4 M4 # opening-31349 B=0.106733462 W=0.076181230 D=0.817085308
15 F10 G10 F9 H7 H11 # opening-25611 B=0.074464418 W=0.108368347 D=0.817167235
15 M10 M8 M11 N10 K7 # opening-33806 B=0.112466934 W=0.070173450 D=0.817359616
15 J10 H9 J8 J7 L8 # opening-23967 B=0.061646326 W=0.120854584 D=0.817499090
15 D5 D4 D6 C6 C7 # opening-38769 B=0.064287948 W=0.118104676 D=0.817607376
15 J3 J4 K4 H2 K3 # opening-35036 B=0.101294585 W=0.080545521 D=0.818159893
15 H5 J8 G6 G5 J9 # opening-35357 B=0.070064103 W=0.111705738 D=0.818230159
15 G3 F3 G4 H4 H5 # opening-7224 B=0.076033473 W=0.105386954 D=0.818579573
15 K9 L9 K8 K11 J11 # opening-41989 B=0.071339051 W=0.109887573 D=0.818773377
15 H5 J5 H6 H7 G7 # opening-3604 B=0.101530410 W=0.079511522 D=0.818958068
15 F6 G5 G4 F5 F4 # opening-19036 B=0.086053435 W=0.094954894 D=0.818991671
15 K3 L3 K2 L2 K4 # opening-26452 B=0.084453840 W=0.096313030 D=0.819233130
15 G10 F9 F10 F11 H12 # opening-41336 B=0.060998840 W=0.119588345 D=0.819412815
15 L8 K6 K8 L9 L6 # opening-39063 B=0.080486680 W=0.100091436 D=0.819421884
15 L6 M5 L7 L5 M4 # opening-4527 B=0.072494076 W=0.107517577 D=0.819988346
15 F12 G12 F13 G11 E11 # opening-22276 B=0.062394526 W=0.117291878 D=0.820313595
15 E9 D11 C9 D10 D12 # opening-36100 B=0.073730468 W=0.105944881 D=0.820324651
15 H9 L6 M7 G8 H8 # opening-8415 B=0.109667994 W=0.069547569 D=0.820784437
15 K7 J5 H5 K5 K6 # opening-43410 B=0.117496615 W=0.061648487 D=0.820854898
15 E6 E5 D5 E8 D7 # opening-3755 B=0.116440716 W=0.062510558 D=0.821048727
15 E11 E10 F10 G9 F12 # opening-36118 B=0.079130975 W=0.099664875 D=0.821204150
15 J10 L11 K8 K11 L10 # opening-18129 B=0.092120404 W=0.086388105 D=0.821491492
15 J10 L9 K12 K10 K9 # opening-41778 B=0.091681369 W=0.086462907 D=0.821855724
15 J12 H10 H11 N11 D13 # opening-39761 B=0.073327196 W=0.104675458 D=0.821997347
15 L9 L10 J10 K9 K8 # opening-17931 B=0.072335216 W=0.104949783 D=0.822715001
15 F5 D6 F6 G6 D9 # opening-0564 B=0.067586252 W=0.109560038 D=0.822853709
15 E5 F7 C6 D3 B8 # opening-41698 B=0.092397166 W=0.084141563 D=0.823461271
15 E9 F9 F8 F12 G12 # opening-26901 B=0.084384453 W=0.091979172 D=0.823636375
15 L10 K10 K11 M11 K9 # opening-12052 B=0.115191862 W=0.060965919 D=0.823842219
15 K6 J6 H4 H5 J4 # opening-11734 B=0.084392069 W=0.091642784 D=0.823965147
15 J9 K9 G11 H12 G10 # opening-0595 B=0.071873800 W=0.103906808 D=0.824219392
15 G3 H4 J4 H5 H3 # opening-6567 B=0.095191927 W=0.080513978 D=0.824294095
15 E9 D10 E10 E8 E11 # opening-14219 B=0.072718457 W=0.102608297 D=0.824673246
15 H3 L4 L3 H2 H5 # opening-12629 B=0.060141098 W=0.115101206 D=0.824757697
15 F9 G9 E9 E8 G7 # opening-17983 B=0.064282307 W=0.110810449 D=0.824907244
15 K9 J10 K10 H11 M8 # opening-48136 B=0.112955510 W=0.061958165 D=0.825086325
15 L8 L7 K7 K8 K6 # opening-0179 B=0.061030594 W=0.113823999 D=0.825145408
15 J9 K11 J10 J8 J12 # opening-47303 B=0.103067456 W=0.071563373 D=0.825369171
15 E5 E6 F5 F4 G5 # opening-9670 B=0.112578725 W=0.061637180 D=0.825784096
15 D9 E9 D8 C7 D6 # opening-23875 B=0.094440431 W=0.079511533 D=0.826048037
15 F9 F8 F10 G11 F11 # opening-41200 B=0.095229792 W=0.078699295 D=0.826070913
15 K9 J8 K10 K8 J10 # opening-0288 B=0.092330955 W=0.081399569 D=0.826269476
15 G6 G7 J8 K4 L4 # opening-7277 B=0.089332007 W=0.084255051 D=0.826412942
15 N5 O5 N4 M5 M4 # opening-3548 B=0.111073916 W=0.062136578 D=0.826789506
15 H9 H8 J10 F8 K8 # opening-6935 B=0.081149877 W=0.091345690 D=0.827504432
15 L2 L1 M3 M4 N7 # opening-49079 B=0.059167975 W=0.112643506 D=0.828188520
15 G12 F12 G11 F11 H10 # opening-21177 B=0.081672568 W=0.090074859 D=0.828252573
15 K10 K9 J9 L11 K11 # opening-0588 B=0.081956861 W=0.089734231 D=0.828308909
15 J4 J3 J5 H6 G6 # opening-36591 B=0.101032321 W=0.070479145 D=0.828488534
15 M8 L8 J8 J10 M9 # opening-40289 B=0.061000094 W=0.110268831 D=0.828731075
15 E8 E9 E7 D8 G7 # opening-35251 B=0.079497132 W=0.091499523 D=0.829003344
15 H10 J10 H11 J11 G9 # opening-47691 B=0.082133880 W=0.088610490 D=0.829255630
15 D8 D7 H9 G11 D9 # opening-13612 B=0.087841699 W=0.082702712 D=0.829455589
15 L9 K9 M9 M10 L7 # opening-0831 B=0.082744248 W=0.087382124 D=0.829873628
15 F12 E11 E10 D5 E4 # opening-13334 B=0.079968404 W=0.090093719 D=0.829937878
15 H9 G10 G9 G7 G8 # opening-1210 B=0.100503358 W=0.069244789 D=0.830251853
15 M10 L9 K9 J9 N10 # opening-4086 B=0.099237087 W=0.070190847 D=0.830572066
15 H8 J9 K9 J6 H7 # opening-26095 B=0.063228920 W=0.106165532 D=0.830605549
15 N9 M9 N10 L9 M8 # opening-9675 B=0.082211794 W=0.087093423 D=0.830694784
15 M7 M8 N9 N10 L7 # opening-42233 B=0.106355520 W=0.062669014 D=0.830975466
15 L4 H5 M4 H7 L2 # opening-26124 B=0.094342765 W=0.074630962 D=0.831026273
15 K10 L11 G11 J10 K11 # opening-22336 B=0.092098093 W=0.076752872 D=0.831149035
15 D7 E7 F6 D8 C7 # opening-41267 B=0.073167027 W=0.095543229 D=0.831289744
15 G7 H7 G6 H5 F4 # opening-31352 B=0.092743153 W=0.075935909 D=0.831320938
15 L8 L9 K8 J7 N10 # opening-22074 B=0.095407987 W=0.073107656 D=0.831484357
15 J8 J9 K10 H7 L10 # opening-11102 B=0.105336765 W=0.062156841 D=0.832506394
15 G6 F7 H5 J6 G7 # opening-28413 B=0.058906611 W=0.108425861 D=0.832667528
15 G11 G12 G10 G9 H11 # opening-27251 B=0.062818018 W=0.104193930 D=0.832988052
15 F10 G11 H9 H10 J8 # opening-15574 B=0.073036340 W=0.093794620 D=0.833169039
15 L6 M6 L7 L8 K8 # opening-9465 B=0.055903283 W=0.110852944 D=0.833243774
15 J7 K7 K9 J10 H7 # opening-24027 B=0.096510165 W=0.070030651 D=0.833459184
15 H3 G5 F4 G3 G4 # opening-6629 B=0.100989428 W=0.065490611 D=0.833519961
15 C7 C8 D8 E8 E10 # opening-0218 B=0.106673710 W=0.059668785 D=0.833657506
