# 982 Renju five-move openings, ascending 1-blackActual-whiteActual.
# GTP coordinates: column I is skipped; black moves first. See README.md.
# Source: renju500k_ratio_0.5_to_2_sorted_by_drawrate.csv; strict 0.5 < B/W < 2.
# B(+8) and W(-8) are independent 500k evaluations; inferred D can be negative.
15 J1 K1 H1 M1 J3 # opening-31938 B=0.139819686 W=0.165827262 D=0.694353051
15 L11 L10 L9 K10 K9 # opening-19964 B=0.102989336 W=0.202408900 D=0.694601765
15 H15 G15 D15 J15 J12 # opening-22621 B=0.113688548 W=0.191483787 D=0.694827665
15 B15 F13 E12 B14 D12 # opening-30588 B=0.105215303 W=0.199929466 D=0.694855231
15 H2 H3 F6 G2 E6 # opening-16089 B=0.174442598 W=0.130619981 D=0.694937422
15 D14 D13 C12 D15 E14 # opening-20798 B=0.197003888 W=0.106863395 D=0.696132717
15 D5 D6 C5 D4 E6 # opening-16079 B=0.188706623 W=0.114828269 D=0.696465109
15 M2 M1 L1 L2 L4 # opening-4124 B=0.164114060 W=0.139080463 D=0.696805477
15 M14 M13 L14 N14 J13 # opening-30131 B=0.128635264 W=0.174485632 D=0.696879104
15 J6 H5 H6 J7 J8 # opening-32016 B=0.121863240 W=0.181218615 D=0.696918145
15 C10 B11 D9 D10 D8 # opening-8750 B=0.161169228 W=0.141861995 D=0.696968777
15 H3 H4 G4 H5 G3 # opening-26497 B=0.183003886 W=0.119887135 D=0.697108979
15 K4 K3 K5 K6 J4 # opening-11143 B=0.186961487 W=0.115906869 D=0.697131643
15 F2 E2 K3 L4 L5 # opening-12812 B=0.131164392 W=0.171574060 D=0.697261548
15 N7 M6 L5 N6 M7 # opening-47538 B=0.156781751 W=0.145730294 D=0.697487955
15 A13 A12 C11 A11 B13 # opening-16309 B=0.195569878 W=0.106915009 D=0.697515114
15 C11 C12 D11 G9 H9 # opening-13936 B=0.131823113 W=0.170509014 D=0.697667873
15 L9 L7 L10 L11 K8 # opening-10498 B=0.100929827 W=0.201073941 D=0.697996232
15 K11 J11 H11 J9 K10 # opening-28050 B=0.200815368 W=0.101075841 D=0.698108791
15 K2 J2 J4 J5 K4 # opening-4410 B=0.174063257 W=0.127522838 D=0.698413905
15 A1 A2 D2 B1 D3 # opening-8044 B=0.176073474 W=0.125328511 D=0.698598015
15 C14 A14 C15 B14 E13 # opening-6740 B=0.149727005 W=0.151562384 D=0.698710611
15 K1 M5 L4 H1 M6 # opening-49730 B=0.176736610 W=0.124030748 D=0.699232642
15 J3 K3 K5 K2 M2 # opening-38107 B=0.150244384 W=0.149100486 D=0.700655130
15 P15 P14 O12 P13 N12 # opening-5645 B=0.105126037 W=0.193479473 D=0.701394489
15 E5 C5 E4 B5 B4 # opening-17958 B=0.150397067 W=0.148103267 D=0.701499666
15 H6 H5 J6 J7 G6 # opening-17005 B=0.176019971 W=0.122357282 D=0.701622747
15 K14 L15 M15 K15 M14 # opening-21291 B=0.139974459 W=0.158239901 D=0.701785640
15 N6 M4 L6 N4 O4 # opening-29859 B=0.179607255 W=0.117972521 D=0.702420224
15 G3 G4 H3 G5 H4 # opening-5373 B=0.196523758 W=0.100636530 D=0.702839712
15 F8 D7 C7 E7 F7 # opening-26742 B=0.116212459 W=0.180928566 D=0.702858975
15 N4 O4 N3 M3 N5 # opening-17341 B=0.108736820 W=0.188127913 D=0.703135267
15 F4 E3 D6 G2 C4 # opening-11862 B=0.173943788 W=0.122714632 D=0.703341579
15 E9 D9 C8 D8 D7 # opening-25874 B=0.189089329 W=0.107178805 D=0.703731866
15 N5 O4 N3 N6 M4 # opening-20822 B=0.152675266 W=0.143465301 D=0.703859433
15 L5 M4 L4 K6 N5 # opening-29824 B=0.114081340 W=0.181881376 D=0.704037285
15 G10 H11 F9 F10 E10 # opening-28021 B=0.157121839 W=0.138010255 D=0.704867906
15 J10 J11 L12 J9 K10 # opening-42078 B=0.182037235 W=0.112860829 D=0.705101936
15 B9 B10 A9 A8 D9 # opening-36936 B=0.161587065 W=0.132886618 D=0.705526317
15 F2 E2 F4 D2 G1 # opening-39882 B=0.104035499 W=0.190219192 D=0.705745310
15 D13 D14 D12 E13 F13 # opening-14427 B=0.167568521 W=0.126393653 D=0.706037826
15 K8 K9 K7 J7 J6 # opening-14453 B=0.154335455 W=0.139465196 D=0.706199349
15 M12 M11 L12 M13 N12 # opening-43728 B=0.148388636 W=0.145070004 D=0.706541360
15 N6 M10 M9 P3 P9 # opening-42313 B=0.182423783 W=0.111004956 D=0.706571260
15 K4 L6 M4 L3 K5 # opening-49948 B=0.150888403 W=0.142342257 D=0.706769340
15 C7 C6 C8 C10 D10 # opening-45213 B=0.129713429 W=0.163101486 D=0.707185086
15 N2 P3 J3 L5 M5 # opening-41359 B=0.113732748 W=0.179047114 D=0.707220138
15 F2 F1 G2 H4 F3 # opening-39943 B=0.194527374 W=0.097723956 D=0.707748670
15 K2 L2 J3 L1 M2 # opening-27537 B=0.146844000 W=0.145275237 D=0.707880763
15 M6 O6 N2 O4 M7 # opening-24001 B=0.186543780 W=0.105457020 D=0.707999201
15 K5 L5 L3 L6 K4 # opening-1939 B=0.102918345 W=0.188748264 D=0.708333390
15 F2 F1 G2 H2 H3 # opening-29918 B=0.183782110 W=0.107774813 D=0.708443076
15 H14 J15 L14 K13 H13 # opening-43319 B=0.103336304 W=0.188057892 D=0.708605804
15 C6 D6 D7 E6 C7 # opening-39305 B=0.158791788 W=0.131819325 D=0.709388887
15 M6 L8 N6 M7 K7 # opening-2420 B=0.163845133 W=0.126679250 D=0.709475617
15 G8 G12 F11 E10 G13 # opening-9034 B=0.192574533 W=0.097626009 D=0.709799458
15 F13 E12 D12 F15 G14 # opening-34603 B=0.124247457 W=0.165922506 D=0.709830038
15 G2 J1 G3 F2 E2 # opening-4033 B=0.104134819 W=0.185748055 D=0.710117126
15 E9 F9 G7 G6 G8 # opening-7767 B=0.139575488 W=0.150019742 D=0.710404770
15 K4 K3 J5 J4 L2 # opening-26837 B=0.128997878 W=0.160580246 D=0.710421876
15 C5 D6 E6 E5 F7 # opening-8272 B=0.187553588 W=0.102007340 D=0.710439072
15 K12 L12 G12 G14 L13 # opening-9504 B=0.185010461 W=0.104357689 D=0.710631850
15 J10 L11 K11 L12 L13 # opening-34010 B=0.154339686 W=0.134591770 D=0.711068544
15 C5 C6 F5 G5 F6 # opening-40657 B=0.185593798 W=0.102918416 D=0.711487786
15 B7 A8 D8 C9 B10 # opening-32596 B=0.160365973 W=0.127864462 D=0.711769564
15 K12 H12 L12 L11 H11 # opening-49134 B=0.167896158 W=0.120117074 D=0.711986768
15 M12 L11 K10 M13 L13 # opening-19636 B=0.116704444 W=0.170371012 D=0.712924545
15 G13 F13 E13 G14 E12 # opening-45246 B=0.183391222 W=0.103005467 D=0.713603311
15 D9 D10 D8 D7 E6 # opening-27692 B=0.190298532 W=0.095792506 D=0.713908963
15 L3 L1 N3 K4 J3 # opening-44844 B=0.119963052 W=0.166035279 D=0.714001669
15 H4 J2 K5 J3 J1 # opening-32733 B=0.135623817 W=0.149758549 D=0.714617634
15 N10 N11 O10 M11 L11 # opening-10986 B=0.096451245 W=0.188354873 D=0.715193882
15 D10 D11 C11 E11 E10 # opening-9968 B=0.110986628 W=0.173702677 D=0.715310695
15 M10 N10 L10 L13 J13 # opening-24061 B=0.104960515 W=0.179372897 D=0.715666588
15 J4 H4 J5 H5 J3 # opening-0087 B=0.158026548 W=0.126185489 D=0.715787963
15 D8 C9 C7 E7 E11 # opening-19334 B=0.185087900 W=0.099035559 D=0.715876542
15 K10 K11 K9 L8 J12 # opening-41246 B=0.157421600 W=0.126160078 D=0.716418322
15 L4 L3 L5 J5 K5 # opening-13123 B=0.156917044 W=0.126616660 D=0.716466296
15 L8 K8 M8 N7 M7 # opening-23207 B=0.115830320 W=0.167499563 D=0.716670118
15 H8 D6 D7 J8 C6 # opening-13717 B=0.162833657 W=0.120445312 D=0.716721032
15 D6 D5 E6 E7 E8 # opening-9050 B=0.171536937 W=0.111611342 D=0.716851721
15 G12 G11 F13 G10 H11 # opening-44564 B=0.119677242 W=0.163366140 D=0.716956619
15 K11 L11 J11 J10 H12 # opening-26172 B=0.164869184 W=0.117928929 D=0.717201887
15 E10 E9 E8 C8 C9 # opening-31184 B=0.146694394 W=0.135901261 D=0.717404345
15 N4 N5 N7 M3 L5 # opening-49410 B=0.104497793 W=0.177970087 D=0.717532120
15 K13 K14 K12 J13 J14 # opening-0176 B=0.154767794 W=0.127467845 D=0.717764360
15 L5 L6 M6 L8 M8 # opening-39577 B=0.167997396 W=0.114151636 D=0.717850968
15 M13 M14 L14 M15 N15 # opening-24609 B=0.112370809 W=0.169564347 D=0.718064844
15 H3 H4 G5 G3 F5 # opening-41975 B=0.151425763 W=0.130117192 D=0.718457045
15 L6 L5 L7 M6 K5 # opening-43794 B=0.131106503 W=0.150264705 D=0.718628792
15 F1 G1 F3 D2 E2 # opening-34441 B=0.142383181 W=0.138442748 D=0.719174071
15 N3 M2 N4 L2 L4 # opening-32756 B=0.102800048 W=0.177907416 D=0.719292536
15 F10 F9 G10 H10 H11 # opening-28205 B=0.100522959 W=0.180027732 D=0.719449309
15 J3 J2 K3 L2 M2 # opening-5554 B=0.100517271 W=0.180012636 D=0.719470093
15 L10 M10 P7 P11 M11 # opening-49683 B=0.144670308 W=0.135465783 D=0.719863909
15 M6 N6 L6 K7 H7 # opening-38966 B=0.137575073 W=0.142554122 D=0.719870805
15 D11 E11 D10 F11 F12 # opening-36292 B=0.120837449 W=0.159226945 D=0.719935606
15 C5 B6 C4 A5 A3 # opening-26804 B=0.156244586 W=0.123723705 D=0.720031710
15 P8 P9 P11 P7 M6 # opening-21049 B=0.151189158 W=0.128551442 D=0.720259401
15 E8 F8 G8 D8 D7 # opening-12406 B=0.145178588 W=0.134313642 D=0.720507770
15 K6 J6 K7 M6 H4 # opening-6540 B=0.177589741 W=0.101262179 D=0.721148080
15 P10 P11 O13 P14 O11 # opening-37772 B=0.137707851 W=0.139154927 D=0.723137221
15 L13 J12 M12 M13 K12 # opening-43697 B=0.102364313 W=0.174460134 D=0.723175553
15 C12 D12 B11 B8 C10 # opening-17405 B=0.145757611 W=0.130907984 D=0.723334405
15 N9 L9 L8 L7 K9 # opening-21371 B=0.107967308 W=0.168498482 D=0.723534210
15 L4 J4 J3 J2 J5 # opening-43517 B=0.158377834 W=0.117585107 D=0.724037059
15 M6 M7 L5 J5 L4 # opening-4197 B=0.103975973 W=0.171197775 D=0.724826252
15 J1 K1 L4 K2 L3 # opening-6285 B=0.127397612 W=0.147287669 D=0.725314719
15 L7 K7 L8 K8 H6 # opening-34715 B=0.134025952 W=0.140174527 D=0.725799521
15 H6 K4 L4 J7 J6 # opening-23951 B=0.156399702 W=0.117449450 D=0.726150848
15 L2 K1 J1 J2 K4 # opening-23021 B=0.127884870 W=0.145912192 D=0.726202938
15 M13 O13 M15 N14 K14 # opening-37813 B=0.154971677 W=0.118652101 D=0.726376223
15 C12 A9 E7 C7 B13 # opening-42379 B=0.153239564 W=0.120332715 D=0.726427721
15 F5 F8 C10 B9 E8 # opening-13029 B=0.161147742 W=0.112413865 D=0.726438394
15 E13 J12 H12 C13 K8 # opening-37021 B=0.125789567 W=0.147725616 D=0.726484816
15 N8 N6 N5 O5 L10 # opening-38866 B=0.120740517 W=0.152636013 D=0.726623470
15 J4 K5 L7 K7 J6 # opening-28245 B=0.155599693 W=0.117154291 D=0.727246016
15 M8 O5 O7 L7 N8 # opening-29789 B=0.130329618 W=0.142198062 D=0.727472320
15 G14 F14 H13 M12 E14 # opening-28816 B=0.121365621 W=0.150689272 D=0.727945107
15 K5 K6 J6 J8 H8 # opening-35668 B=0.159221441 W=0.112825360 D=0.727953198
15 J12 K12 H11 J13 J11 # opening-21653 B=0.174676462 W=0.097274545 D=0.728048993
15 D8 D7 D9 C9 E7 # opening-31794 B=0.168234918 W=0.103532187 D=0.728232895
15 F13 F14 G13 G14 L10 # opening-44932 B=0.121266503 W=0.150496582 D=0.728236916
15 J11 L10 H14 H13 K12 # opening-18621 B=0.147624989 W=0.124095853 D=0.728279158
15 K14 J14 K13 G15 G14 # opening-16229 B=0.105585797 W=0.165729230 D=0.728684973
15 D6 C6 D5 D3 C4 # opening-14532 B=0.167015619 W=0.103610678 D=0.729373704
15 G3 G4 H3 J4 H5 # opening-7855 B=0.094235333 W=0.176239082 D=0.729525586
15 M4 L3 L2 N3 M3 # opening-14776 B=0.111442921 W=0.158891347 D=0.729665732
15 G10 F10 F11 H10 F8 # opening-0947 B=0.098958719 W=0.171187745 D=0.729853536
15 G6 G5 H5 H4 F3 # opening-38887 B=0.092983282 W=0.176775779 D=0.730240939
15 K6 J6 J7 J8 J9 # opening-23186 B=0.155927011 W=0.113762056 D=0.730310934
15 N7 N8 P5 P4 M7 # opening-30078 B=0.163680515 W=0.105373757 D=0.730945729
15 F8 G8 G7 H6 G6 # opening-4780 B=0.124996800 W=0.143705068 D=0.731298132
15 D11 E11 D12 F11 E10 # opening-35059 B=0.151186226 W=0.117290538 D=0.731523237
15 C11 D11 E11 G11 C10 # opening-38246 B=0.134900418 W=0.133455642 D=0.731643940
15 L4 K5 K6 N5 K4 # opening-10559 B=0.097622200 W=0.170727703 D=0.731650097
15 N3 O2 O3 N2 N5 # opening-17622 B=0.124133599 W=0.144210748 D=0.731655653
15 L5 L6 M5 M4 M7 # opening-46561 B=0.137561814 W=0.130741846 D=0.731696341
15 B8 A8 C8 D8 B9 # opening-24564 B=0.101405422 W=0.166888909 D=0.731705669
15 E3 F5 F6 G2 G3 # opening-32829 B=0.110608862 W=0.157310550 D=0.732080588
15 C4 D4 E5 E4 E6 # opening-26251 B=0.097952421 W=0.169704640 D=0.732342939
15 F1 E2 G3 D2 F5 # opening-27924 B=0.127497905 W=0.140124549 D=0.732377546
15 J5 K5 J4 J3 K4 # opening-10681 B=0.092103774 W=0.175487839 D=0.732408387
15 E5 F6 F5 E6 F7 # opening-1809 B=0.125310674 W=0.142009577 D=0.732679749
15 L5 K5 J6 K4 J4 # opening-46856 B=0.120908774 W=0.145599017 D=0.733492209
15 J6 K6 H8 L6 L5 # opening-43164 B=0.107951154 W=0.158170279 D=0.733878568
15 G5 G4 F4 F3 E4 # opening-13507 B=0.157052612 W=0.108898803 D=0.734048585
15 M5 M4 L5 L6 K8 # opening-17101 B=0.108337041 W=0.157534641 D=0.734128317
15 K5 J5 J8 E5 M3 # opening-1246 B=0.154460709 W=0.111129883 D=0.734409408
15 H6 H5 K7 J7 J6 # opening-1849 B=0.115315239 W=0.149239226 D=0.735445535
15 D8 C8 D7 E7 D9 # opening-9824 B=0.157565953 W=0.106771466 D=0.735662581
15 C4 B5 D4 A4 A5 # opening-16920 B=0.138694798 W=0.125381787 D=0.735923415
15 N8 M9 M8 N7 K8 # opening-10465 B=0.166846947 W=0.096460505 D=0.736692548
15 E2 F2 E3 G2 D4 # opening-11050 B=0.102691947 W=0.160202835 D=0.737105218
15 N5 O5 K3 H3 J2 # opening-28912 B=0.088571526 W=0.173351592 D=0.738076882
15 O5 O4 N4 M4 L4 # opening-15959 B=0.140506201 W=0.121173736 D=0.738320063
15 H10 J10 H9 G9 G8 # opening-6861 B=0.143393354 W=0.118266951 D=0.738339695
15 D15 E15 E12 G11 G12 # opening-41392 B=0.131198384 W=0.130319287 D=0.738482329
15 E6 D5 D6 C5 B5 # opening-10520 B=0.105913242 W=0.155392991 D=0.738693766
15 D7 B7 C7 D9 D10 # opening-19181 B=0.154529506 W=0.106692284 D=0.738778209
15 A7 B7 D7 B6 E6 # opening-36295 B=0.090126704 W=0.170685222 D=0.739188073
15 N3 N4 M4 O3 M3 # opening-1406 B=0.089154867 W=0.171565783 D=0.739279350
15 E9 E10 D9 F10 D11 # opening-33921 B=0.113177481 W=0.147118761 D=0.739703758
15 D9 C9 E11 E7 E9 # opening-40315 B=0.141312004 W=0.118699972 D=0.739988024
15 K7 K6 L7 L8 M7 # opening-13122 B=0.119806573 W=0.140163927 D=0.740029500
15 C6 C4 B5 D3 E3 # opening-8795 B=0.161881588 W=0.097496441 D=0.740621971
15 L7 L6 J6 M6 N6 # opening-43631 B=0.163236270 W=0.096037560 D=0.740726171
15 E13 F13 F10 F12 D12 # opening-27404 B=0.144666771 W=0.114530444 D=0.740802784
15 H6 G6 J6 K6 J8 # opening-35640 B=0.161170810 W=0.097117757 D=0.741711433
15 M7 N7 M5 O10 O9 # opening-44007 B=0.117377982 W=0.140223927 D=0.742398091
15 C8 B7 C7 D7 C10 # opening-10226 B=0.135614368 W=0.121920026 D=0.742465605
15 E6 E8 D11 F4 F8 # opening-4141 B=0.096240875 W=0.161275140 D=0.742483985
15 H6 K7 J9 G9 H9 # opening-38826 B=0.166380782 W=0.090834659 D=0.742784559
15 H8 H9 G10 K10 L10 # opening-23069 B=0.122644282 W=0.133911039 D=0.743444679
15 C13 C14 D11 D12 C11 # opening-5535 B=0.139082303 W=0.117361042 D=0.743556655
15 D9 D7 E8 F9 B8 # opening-49348 B=0.106936142 W=0.148958421 D=0.744105437
15 K9 L9 J9 L7 J10 # opening-33331 B=0.113183080 W=0.142538332 D=0.744278589
15 D8 D6 E7 D5 E5 # opening-23936 B=0.159377291 W=0.096328670 D=0.744294039
15 D11 E11 E10 F11 G10 # opening-31833 B=0.107245246 W=0.148286585 D=0.744468168
15 D7 E7 E8 E6 F5 # opening-20501 B=0.108547616 W=0.146859150 D=0.744593234
15 N12 N13 L13 K12 K11 # opening-15169 B=0.138759298 W=0.116410169 D=0.744830532
15 N5 O5 O6 N6 L5 # opening-19754 B=0.143208939 W=0.111780980 D=0.745010081
15 N12 N11 K10 N10 L10 # opening-31614 B=0.125774204 W=0.128896271 D=0.745329525
15 G11 F11 D12 H11 E11 # opening-35903 B=0.116184689 W=0.138485228 D=0.745330083
15 B9 B8 F10 G10 H10 # opening-1475 B=0.093504962 W=0.161000702 D=0.745494336
15 O7 L5 K7 M10 L10 # opening-13846 B=0.134124933 W=0.120324919 D=0.745550148
15 J2 K1 L1 J1 M2 # opening-5848 B=0.127465681 W=0.126942903 D=0.745591416
15 G7 C3 J9 H10 B3 # opening-26906 B=0.089580544 W=0.164723786 D=0.745695670
15 N8 M8 M7 O7 M6 # opening-46155 B=0.086594139 W=0.167653304 D=0.745752557
15 N7 M7 M6 N6 J5 # opening-36502 B=0.085882769 W=0.168353011 D=0.745764220
15 H10 H9 K11 J11 L11 # opening-27790 B=0.098755013 W=0.154623407 D=0.746621580
15 G5 H8 H7 H5 H6 # opening-5722 B=0.165023782 W=0.088182437 D=0.746793781
15 E9 F10 F9 E8 G9 # opening-42559 B=0.141983630 W=0.111086346 D=0.746930024
15 K8 J9 K7 K6 K9 # opening-13742 B=0.161432501 W=0.091620435 D=0.746947064
15 M9 L11 L12 K10 K11 # opening-17877 B=0.098587684 W=0.153816604 D=0.747595712
15 B8 B9 B10 A8 C9 # opening-24489 B=0.165257833 W=0.086698390 D=0.748043777
15 F3 G3 F4 E3 H3 # opening-33605 B=0.121506746 W=0.130395720 D=0.748097534
15 L3 M3 O5 H3 N5 # opening-6139 B=0.094642257 W=0.157233017 D=0.748124726
15 E11 F14 G14 E9 E13 # opening-34573 B=0.116322675 W=0.135429098 D=0.748248227
15 J4 H3 K3 G2 G3 # opening-11224 B=0.136825122 W=0.114589785 D=0.748585094
15 L4 M5 L6 K6 J6 # opening-16078 B=0.142690088 W=0.108678029 D=0.748631883
15 M2 L2 L8 L3 L4 # opening-35978 B=0.156616612 W=0.094674833 D=0.748708554
15 B9 A8 C9 D9 B8 # opening-9078 B=0.095297704 W=0.155963100 D=0.748739196
15 D12 B12 C13 F12 G10 # opening-23792 B=0.148148783 W=0.102699120 D=0.749152097
15 E7 H2 J3 E6 J4 # opening-45788 B=0.156696835 W=0.093564433 D=0.749738731
15 H6 G6 F5 G5 E5 # opening-19732 B=0.165850618 W=0.084390376 D=0.749759007
15 K4 L4 M4 N5 M5 # opening-0724 B=0.163175181 W=0.086653408 D=0.750171411
15 L10 M10 N9 O10 O8 # opening-47868 B=0.157785630 W=0.091429207 D=0.750785164
15 K3 L3 M2 M3 M6 # opening-28510 B=0.139465427 W=0.109567099 D=0.750967474
15 H4 G4 J6 K6 J4 # opening-26632 B=0.149628447 W=0.099348104 D=0.751023450
15 H6 K4 L5 J6 H5 # opening-16808 B=0.133744929 W=0.114967255 D=0.751287816
15 G7 F7 D8 F6 F8 # opening-49177 B=0.110755576 W=0.137941229 D=0.751303195
15 D9 D8 E7 D7 C7 # opening-36190 B=0.103030271 W=0.145592820 D=0.751376909
15 C5 C7 D6 B5 C8 # opening-5020 B=0.135048197 W=0.113469060 D=0.751482743
15 J9 H9 F9 F8 G7 # opening-39689 B=0.156527118 W=0.091608166 D=0.751864716
15 H6 H5 H4 J4 F6 # opening-42560 B=0.161709662 W=0.086236059 D=0.752054278
15 G10 G9 H10 J9 G8 # opening-3019 B=0.144402624 W=0.103435190 D=0.752162186
15 C8 B6 C6 E8 C9 # opening-30944 B=0.136666863 W=0.111064716 D=0.752268421
15 O4 P3 M3 J4 M6 # opening-13203 B=0.119723460 W=0.127972635 D=0.752303905
15 F12 E13 F11 G11 D13 # opening-45038 B=0.122398481 W=0.125243352 D=0.752358167
15 J10 J9 G8 E10 F9 # opening-49982 B=0.090994597 W=0.156358340 D=0.752647063
15 F11 E11 F10 G11 G10 # opening-0078 B=0.105028194 W=0.142052441 D=0.752919365
15 K2 J2 G1 F1 K4 # opening-33505 B=0.093343189 W=0.153618317 D=0.753038494
15 G8 F10 H8 H9 G11 # opening-26286 B=0.146739558 W=0.100167504 D=0.753092938
15 G3 G4 H5 H3 K4 # opening-20403 B=0.145847909 W=0.100669692 D=0.753482398
15 E9 F8 D9 E7 F7 # opening-37314 B=0.158676544 W=0.087739892 D=0.753583564
15 L3 L4 K4 J4 K5 # opening-13570 B=0.140344324 W=0.106017776 D=0.753637900
15 L14 L13 L11 M13 K13 # opening-20431 B=0.164122132 W=0.082158174 D=0.753719695
15 F10 E11 D11 F11 F12 # opening-48325 B=0.146248578 W=0.099981706 D=0.753769716
15 N14 L12 L11 N13 M11 # opening-26007 B=0.132797738 W=0.113333283 D=0.753868979
15 D9 F8 D10 D11 E11 # opening-8454 B=0.120544187 W=0.125507665 D=0.753948148
15 L4 M4 N4 O5 N5 # opening-23428 B=0.146312441 W=0.099581392 D=0.754106167
15 A11 B12 B10 A8 C10 # opening-16394 B=0.143497446 W=0.102301722 D=0.754200832
15 O7 O6 M5 N5 M7 # opening-21369 B=0.158396079 W=0.087030333 D=0.754573589
15 D10 C10 D9 C9 C12 # opening-22892 B=0.081976293 W=0.163289894 D=0.754733813
15 L4 M4 J3 K4 L3 # opening-27019 B=0.134385227 W=0.109858199 D=0.755756573
15 F13 F12 E12 F11 F9 # opening-38695 B=0.131402731 W=0.112640983 D=0.755956286
15 G10 F11 G12 E11 F12 # opening-4314 B=0.142922552 W=0.101112383 D=0.755965065
15 D6 C6 D8 E6 D5 # opening-5380 B=0.084511343 W=0.159416470 D=0.756072187
15 G4 G5 H3 G6 F6 # opening-34015 B=0.106203008 W=0.137567249 D=0.756229743
15 G13 E12 F13 F12 G12 # opening-4436 B=0.104633424 W=0.139028614 D=0.756337962
15 E1 F1 C4 B4 D4 # opening-31996 B=0.097187938 W=0.146293635 D=0.756518427
15 M6 O2 O3 L6 L7 # opening-47306 B=0.126898549 W=0.116552248 D=0.756549203
15 G11 H11 J13 J12 G10 # opening-20751 B=0.117363621 W=0.125979165 D=0.756657215
15 E8 D9 D10 D8 C8 # opening-8637 B=0.152120428 W=0.091160908 D=0.756718664
15 E1 F1 E4 D3 C4 # opening-40537 B=0.118282214 W=0.124704628 D=0.757013158
15 H12 H11 G13 F11 G11 # opening-2415 B=0.143284527 W=0.099591149 D=0.757124323
15 G12 H12 J11 J12 J10 # opening-25969 B=0.143057530 W=0.099530666 D=0.757411804
15 L10 L9 J10 H8 M10 # opening-8698 B=0.153790929 W=0.088766684 D=0.757442388
15 N14 N13 L13 O14 L14 # opening-37201 B=0.103921014 W=0.137006280 D=0.759072706
15 L4 K5 J5 L5 K3 # opening-25128 B=0.083361512 W=0.157485518 D=0.759152970
15 G11 F10 F11 G12 E11 # opening-8186 B=0.139698434 W=0.101106203 D=0.759195363
15 H7 G8 J9 H9 G9 # opening-18173 B=0.142605743 W=0.098107575 D=0.759286682
15 E12 E13 D11 D12 G12 # opening-22232 B=0.126250582 W=0.114294638 D=0.759454780
15 K10 L9 M9 K11 J10 # opening-17760 B=0.122368315 W=0.117933708 D=0.759697976
15 F11 G12 H12 F12 G13 # opening-1662 B=0.113836428 W=0.126234997 D=0.759928576
15 F4 E4 F5 G5 G3 # opening-30932 B=0.100642955 W=0.139393314 D=0.759963731
15 G7 H6 H8 G8 G5 # opening-18411 B=0.153635786 W=0.086337543 D=0.760026671
15 F5 F6 G5 H5 G4 # opening-38933 B=0.094901866 W=0.144824736 D=0.760273399
15 H9 J9 J13 K9 H10 # opening-36087 B=0.096890905 W=0.142708369 D=0.760400727
15 E4 G4 F5 H6 F4 # opening-41218 B=0.093240391 W=0.146094072 D=0.760665537
15 D6 D7 C6 D5 E8 # opening-15840 B=0.154069734 W=0.085150994 D=0.760779272
15 B7 B8 D8 C6 C8 # opening-27798 B=0.090142019 W=0.149075596 D=0.760782385
15 K4 K6 K5 M5 L6 # opening-27779 B=0.112536313 W=0.126627041 D=0.760836646
15 G11 F11 F10 E10 E8 # opening-27496 B=0.128624107 W=0.110528420 D=0.760847473
15 N9 N10 L9 K12 L12 # opening-3440 B=0.088771930 W=0.150185830 D=0.761042240
15 L9 M9 L8 L7 L10 # opening-6831 B=0.095870069 W=0.142835117 D=0.761294813
15 M6 M7 M4 M2 M5 # opening-0922 B=0.091449929 W=0.147253617 D=0.761296455
15 K6 K5 L8 K7 M6 # opening-6597 B=0.096481076 W=0.142204472 D=0.761314453
15 E6 F6 E5 F9 G7 # opening-41073 B=0.156396289 W=0.082286002 D=0.761317709
15 E6 E7 D7 F9 G8 # opening-9147 B=0.091233876 W=0.147207998 D=0.761558126
15 D13 E13 F13 E14 H12 # opening-48338 B=0.125345761 W=0.112651215 D=0.762003025
15 E13 E12 F13 G15 G14 # opening-40567 B=0.134738500 W=0.102773562 D=0.762487938
15 E12 F12 D12 G13 F11 # opening-8247 B=0.084973617 W=0.152311402 D=0.762714982
15 F4 G4 H3 F5 G6 # opening-25163 B=0.129283611 W=0.107935165 D=0.762781224
15 N6 O6 N5 O5 M6 # opening-31914 B=0.128529829 W=0.108416679 D=0.763053493
15 E6 E7 E8 F7 F8 # opening-5603 B=0.098602270 W=0.137184092 D=0.764213638
15 H5 J3 H6 K4 L4 # opening-36763 B=0.103147577 W=0.132216062 D=0.764636361
15 D13 D14 E13 F13 F12 # opening-22633 B=0.126241253 W=0.109029792 D=0.764728954
15 E11 E10 D9 D8 E9 # opening-3158 B=0.155390398 W=0.079840372 D=0.764769230
15 E10 F10 E9 F7 C10 # opening-47635 B=0.144228431 W=0.090693739 D=0.765077830
15 L4 K3 J4 M3 M4 # opening-40650 B=0.145225818 W=0.089501833 D=0.765272349
15 K4 L5 J4 K6 J5 # opening-48119 B=0.125386968 W=0.109122393 D=0.765490639
15 G9 F10 F13 F12 F9 # opening-13324 B=0.082279928 W=0.151918775 D=0.765801297
15 K2 K3 K4 J2 L4 # opening-47488 B=0.109123174 W=0.124634606 D=0.766242220
15 B4 B5 D6 D7 E7 # opening-27240 B=0.134243854 W=0.099406415 D=0.766349731
15 J10 J9 K10 J11 H12 # opening-17360 B=0.147473159 W=0.086104998 D=0.766421843
15 G14 F14 E12 G13 F12 # opening-9775 B=0.102291973 W=0.131048184 D=0.766659844
